word_base,word_phonetic,word_audio_url,word_pos1,word_def1,word_syn1,word_ant1,word_pos2,word_def2,word_syn2,word_ant2,word_pos3,word_def3,word_syn3,word_ant3,word_source_url,word_pos4,word_def4,word_syn4,word_ant4,word_pos5,word_def5,word_syn5,word_ant5
abet,/əˈbɛt/,https://api.dictionaryapi.dev/media/pronunciations/en/abet-us.mp3,noun,Fraud or cunning.;;;An act of abetting; of helping; of giving aid.;;;,,,verb,"To urge on, stimulate (a person to do) something desirable.;;;To incite; to assist or encourage by aid or countenance in crime.;;;To support, countenance, maintain, uphold, or aid (any good cause, opinion, or action); to maintain.;;;To back up one's forecast of a doubtful issue, by staking money, etc., to bet.;;;","advocate,aid,assist,back,connive,cooperate,countenance,egg on,embolden,encourage,favor,foment,incite,instigate,promote,sanction,second,set on,support,sustain,uphold,","advocate,aid,assist,back,connive,cooperate,countenance,egg on,embolden,encourage,favor,foment,incite,instigate,promote,sanction,second,set on,support,sustain,uphold,",,,,,https://en.wiktionary.org/wiki/abet,,,,,,,,
amalgamate,/əˈmælɡəˌmeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/amalgamate-au.mp3,verb,"To merge, to combine, to blend, to join.;;;To make an alloy of a metal and mercury.;;;To combine (free groups) by identifying respective isomorphic subgroups.;;;","mix,","mix,",adjective,Coalesced; united; combined.;;;,,,,,,,https://en.wiktionary.org/wiki/amalgamate,,,,,,,,
attenuate,/əˈtɛn.juː.eɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/attenuate-us.mp3,verb,"To reduce in size, force, value, amount, or degree.;;;To make thinner, as by physically reshaping, starving, or decaying.;;;To become thin or fine; to grow less.;;;To weaken.;;;To rarefy.;;;To reduce the virulence of a bacterium or virus.;;;To reduce the amplitude of an electrical, radio, or optical signal.;;;(of a beer) To become less dense as a result of the conversion of sugar to alcohol.;;;",,,adjective,(of leaves) Gradually tapering into a petiole-like extension toward the base.;;;,,,,,,,https://en.wiktionary.org/wiki/attenuate,,,,,,,,
aversion,/əˈvɜːʃn/,,noun,Opposition or repugnance of mind; fixed dislike.;;;An object of dislike or repugnance.;;;The act of turning away from an object.;;;,"abomination,antipathy,disinclination,reluctance,","abomination,antipathy,disinclination,reluctance,",,,,,,,,,https://en.wiktionary.org/wiki/aversion,,,,,,,,
blithe,/blaɪð/,https://api.dictionaryapi.dev/media/pronunciations/en/blithe-uk.mp3,adjective,"(dated or literary) Happy, cheerful.;;;Casually indifferent, careless, showing a lack of concern.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/blithe,,,,,,,,
dawdle,/ˈdɔːdəl/,https://api.dictionaryapi.dev/media/pronunciations/en/dawdle-uk.mp3,noun,"A dawdler.;;;A slow walk, journey.;;;An easily accomplished task; a doddle.;;;",,,verb,"To spend time idly and unfruitfully, to waste time.;;;To spend (time) without haste or purpose.;;;To move or walk lackadaisically.;;;",,,,,,,https://en.wiktionary.org/wiki/dawdle,,,,,,,,
efficacious,/ɛf.ɪ.ˈkeɪ.ʃəs/,,adjective,Effective; possessing efficacy.;;;,"effective,","effective,",,,,,,,,,https://en.wiktionary.org/wiki/efficacious,,,,,,,,
industrious,/ɪnˈdʌstɹi.əs/,,adjective,Hard-working and persistent.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/industrious,,,,,,,,
irksome,/ˈɚksəm/,https://api.dictionaryapi.dev/media/pronunciations/en/irksome-au.mp3,adjective,Marked by irritation or annoyance; disagreeable; troublesome by reason of long continuance or repetition;;;,"annoying,bothersome,irritating,tedious,wearisome,","annoying,bothersome,irritating,tedious,wearisome,",,,,,,,,,https://en.wiktionary.org/wiki/irksome,,,,,,,,
manacle,/ˈmænək(ə)l/,https://api.dictionaryapi.dev/media/pronunciations/en/manacle-uk.mp3,noun,"A shackle for the wrist, usually consisting of a pair of joined rings; a handcuff; (by extension) a similar device put around an ankle to restrict free movement.;;;A fetter, a restriction.;;;",,,verb,To confine with manacles.;;;,,,,,,,https://en.wiktionary.org/wiki/manacle,,,,,,,,
pernicious,/pəˈnɪʃəs/,https://api.dictionaryapi.dev/media/pronunciations/en/pernicious-us.mp3,adjective,Causing much harm in a subtle way.;;;Causing death or injury; deadly.;;;,"attery,deleterious,","attery,deleterious,",,,,,,,,,https://en.wiktionary.org/wiki/pernicious,,,,,,,,
prolix,/ˈpɹəʊ.lɪks/,https://api.dictionaryapi.dev/media/pronunciations/en/prolix-uk.mp3,adjective,Tediously lengthy; dwelling on trivial details.;;;Long; having great length.;;;,"verbose,","verbose,",,,,,,,,,https://en.wiktionary.org/wiki/prolix,,,,,,,,
scorn,/skɔːn/,,noun,"Contempt or disdain.;;;A display of disdain; a slight.;;;An object of disdain, contempt, or derision.;;;",,,verb,"To feel or display contempt or disdain for something or somebody; to despise.;;;To reject, turn down.;;;To refuse to do something, as beneath oneself.;;;To scoff, to express contempt.;;;","deride,mock,ridicule,scoff,sneer,","deride,mock,ridicule,scoff,sneer,",,,,,https://en.wiktionary.org/wiki/scorn,,,,,,,,
veritable,/ˈvɛ.ɹɪ.tə.bl/,https://api.dictionaryapi.dev/media/pronunciations/en/veritable-us.mp3,adjective,True; genuine.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/veritable,,,,,,,,
burnish,/ˈbɜː(ɹ)nɪʃ/,,noun,Polish; lustre.;;;,,,verb,"To make smooth or shiny by rubbing; to polish; to shine.;;;To shine forth; to brighten; to become smooth and glossy, as from swelling or filling out; hence, to grow large.;;;(metaphoric) To make appear positive and highly respected.;;;","buff,furbish,polish,shine,wax,","buff,furbish,polish,shine,wax,",,,,,https://en.wiktionary.org/wiki/burnish,,,,,,,,
coy,/kɔɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/coy-au.mp3,verb,"To caress, pet; to coax, entice.;;;To calm or soothe.;;;To allure; to decoy.;;;",,,adjective,"Bashful, shy, retiring.;;;Quiet, reserved, modest.;;;Reluctant to give details about something sensitive; notably prudish.;;;Pretending shyness or modesty, especially in an insincere or flirtatious way.;;;Soft, gentle, hesitating.;;;",,,noun,A trap from which waterfowl may be hunted.;;;,,,https://en.wiktionary.org/wiki/coy,noun,A company;;;,,,,,,
distend,/dɪsˈtɛnd/,https://api.dictionaryapi.dev/media/pronunciations/en/distend-uk.mp3,verb,"To extend or expand, as from internal pressure; to swell;;;To extend; to stretch out; to spread out.;;;To cause to swell.;;;To cause gravidity.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/distend,,,,,,,,
endemic,,https://api.dictionaryapi.dev/media/pronunciations/en/endemic-au.mp3,noun,"An individual or species that is endemic to a region.;;;A disease affecting a number of people simultaneously, so as to show a distinct connection with certain localities.;;;",,,adjective,Native to a particular area or culture; originating where it occurs.;;;(especially of plants and animals) Peculiar to a particular area or region; not found in other places.;;;(especially of diseases) Prevalent in a particular area or region.;;;,"native,indigenous,","native,indigenous,",,,,,https://en.wiktionary.org/wiki/endemic,,,,,,,,
enmity,/ˈɛn.mɪ.tɪ/,,noun,"The quality of being an enemy; hostile or unfriendly disposition.;;;A state or feeling of opposition, hostility, hatred or animosity.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/enmity,,,,,,,,
gauche,/ɡəʊʃ/,,adjective,"Awkward or lacking in social graces; bumbling.;;;Skewed, not plane.;;;Describing a torsion angle of 60°.;;;","gawky,graceless,tactless,unpolished,unsophisticated,","gawky,graceless,tactless,unpolished,unsophisticated,",,,,,,,,,https://en.wiktionary.org/wiki/gauche,,,,,,,,
impudent,/ˈɪmpjədənt/,https://api.dictionaryapi.dev/media/pronunciations/en/impudent-us.mp3,adjective,Not showing due respect; impertinent; bold-faced.;;;,"bold,brazen-faced,impertinent,","bold,brazen-faced,impertinent,",,,,,,,,,https://en.wiktionary.org/wiki/impudent,,,,,,,,
inchoate,/ɪnˈkəʊeɪt/,,noun,"A beginning, an immature start.;;;",,,verb,To begin or start (something).;;;To cause or bring about.;;;To make a start.;;;,,,adjective,"Recently started but not fully formed yet; just begun; only elementary or immature.;;;Chaotic, disordered, confused; also, incoherent, rambling.;;;Of a crime, imposing criminal liability for an incompleted act.;;;","chaotic,confused,elementary,embryonic,immature,incipient,nascent,rudimentary,","chaotic,confused,elementary,embryonic,immature,incipient,nascent,rudimentary,",https://en.wiktionary.org/wiki/inchoate,,,,,,,,
penchant,/ˈpɒnʃɒn/,,noun,"Taste, liking, or inclination (for).;;;A card game resembling bezique.;;;In the game of penchant, any queen and jack of different suits held at the same time.;;;","desire,","desire,",,,,,,,,,https://en.wiktionary.org/wiki/penchant,,,,,,,,
quandary,/ˈkwɔn.də.ɹi/,https://api.dictionaryapi.dev/media/pronunciations/en/quandary-au.mp3,noun,"A state of not knowing what to decide; a state of difficulty or perplexity; a state of uncertainty, hesitation or puzzlement.;;;A dilemma, a difficult decision or choice.;;;","dilemma,perplexity,pickle,predicament,uncertainty,","dilemma,perplexity,pickle,predicament,uncertainty,",,,,,,,,,https://en.wiktionary.org/wiki/quandary,,,,,,,,
quash,/kwɒʃ/,,verb,"To defeat decisively.;;;To crush or dash to pieces.;;;To void or suppress (a subpoena, decision, etc.).;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/quash,,,,,,,,
quibble,/ˈkwɪbəl/,https://api.dictionaryapi.dev/media/pronunciations/en/quibble-au.mp3,noun,A pun.;;;An objection or argument based on an ambiguity of wording or similar trivial circumstance; a minor complaint.;;;,,,verb,To complain or argue in a trivial or petty manner.;;;,,,,,,,https://en.wiktionary.org/wiki/quibble,,,,,,,,
recant,/ɹəˈkænt/,https://api.dictionaryapi.dev/media/pronunciations/en/recant-uk.mp3,verb,"To withdraw or repudiate a statement or opinion formerly expressed, especially formally and publicly.;;;","abjure,disavow,disown,recall,retract,revoke,take back,unsay,withcall,","abjure,disavow,disown,recall,retract,revoke,take back,unsay,withcall,",,,,,,,,,https://en.wiktionary.org/wiki/recant,,,,,,,,
redoubtable,,,adjective,Eliciting respect or fear; imposing; awe-inspiring.;;;Valiant.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/redoubtable,,,,,,,,
sophistry,/ˈsɒ.fɪ.stɹi/,,noun,"Cunning, sometimes manifested as trickery.;;;The art of using deceptive speech or writing.;;;An argument that seems plausible, but is fallacious or misleading, especially one devised deliberately to be so.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/sophistry,,,,,,,,
wily,/waɪ.li/,https://api.dictionaryapi.dev/media/pronunciations/en/wily-us.mp3,adjective,"Sly, cunning, full of tricks;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/wily,,,,,,,,
comity,/ˈkɒmɪti/,,noun,"Courtesy and considerate behaviour towards others; social harmony.;;;Friendly understanding and mutual recognition between two entities, especially nations.;;;","frith,","frith,",,,,,,,,,https://en.wiktionary.org/wiki/comity,,,,,,,,
cordial,,https://api.dictionaryapi.dev/media/pronunciations/en/cordial-au.mp3,noun,"A concentrated noncarbonated soft drink which is diluted with water before drinking.;;;An individual serving of such a diluted drink.;;;A pleasant-tasting medicine.;;;A liqueur prepared using the infusion process.;;;A candy (or bonbon) usually made of milk chocolate, filled with small fruits (often maraschino cherries) and syrup or fondant.;;;Anything that revives or comforts.;;;",,,adjective,"Hearty; sincere; warm; affectionate.;;;Radiating warmth and friendliness; genial.;;;Tending to revive, cheer, or invigorate; giving strength or spirits.;;;Proceeding from the heart.;;;","heartfelt,affable,amiable,cheer,invigorating,","heartfelt,affable,amiable,cheer,invigorating,",,,,,https://en.wiktionary.org/wiki/cordial,,,,,,,,
deleterious,,https://api.dictionaryapi.dev/media/pronunciations/en/deleterious-au.mp3,adjective,Harmful often in a subtle or unexpected way.;;;Having lower fitness.;;;,"destructive,harmful,hurtful,injurious,noxious,pernicious,","destructive,harmful,hurtful,injurious,noxious,pernicious,",,,,,,,,,https://en.wiktionary.org/wiki/deleterious,,,,,,,,
dichotomy,,https://api.dictionaryapi.dev/media/pronunciations/en/dichotomy-au.mp3,noun,"A separation or division into two; a distinction that results in such a division.;;;Such a division involving apparently incompatible or opposite principles; a duality.;;;The division of a class into two disjoint subclasses that are together comprehensive, as the division of man into white and not white.;;;The division of a genus into two species; a division into two subordinate parts.;;;A phase of the moon when it appears half lit and half dark, as at the quadratures.;;;Division and subdivision; bifurcation, as of a stem of a plant or a vein of the body into two parts as it proceeds from its origin; often successive.;;;","partition,trichotomy,","partition,trichotomy,",,,,,,,,,https://en.wiktionary.org/wiki/dichotomy,,,,,,,,
edify,/ˈɛdɪfaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/edify-uk.mp3,verb,"To build, construct.;;;To instruct or improve morally or intellectually.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/edify,,,,,,,,
fecund,/ˈfɛ.kənd/,https://api.dictionaryapi.dev/media/pronunciations/en/fecund-uk.mp3,adjective,Highly fertile; able to produce offspring.;;;Leading to new ideas or innovation.;;;,"fertile,fertile,productive,prolific,","fertile,fertile,productive,prolific,",,,,,,,,,https://en.wiktionary.org/wiki/fecund,,,,,,,,
felicitous,/fəˈlɪsɪtəs/,https://api.dictionaryapi.dev/media/pronunciations/en/felicitous-uk.mp3,adjective,Characterized by felicity.;;;Of a sentence or utterance: semantically and pragmatically coherent; fitting in the context.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/felicitous,,,,,,,,
hodgepodge,/ˈhɒdʒˌpɒdʒ/,,noun,A hotchpotch; a collection containing a variety of miscellaneous things.;;;A confused mass of ingredients shaken or mixed together in the same pot.;;;,"farrago,melange,mishmash,","farrago,melange,mishmash,",verb,"To move or position in an erratic, disorganised manner.;;;",,,,,,,https://en.wiktionary.org/wiki/hodgepodge,,,,,,,,
mordant,/mɔː(ɹ)dənt/,,noun,"Any substance used to facilitate the fixing of a dye to a fibre; usually a metallic compound which reacts with the dye using chelation.;;;Any corrosive substance used in etching.;;;A glutinous size used as a ground for gilding, to make the gold leaf adhere.;;;","etchant,","etchant,",verb,"To subject to the action of, or imbue with, a mordant.;;;",,,adjective,Having or showing a sharp or critical quality;;;Serving to fix a dye to a fibre.;;;,"biting,caustic,keen,sarcastic,severe,","biting,caustic,keen,sarcastic,severe,",https://en.wiktionary.org/wiki/mordant,,,,,,,,
outstrip,,https://api.dictionaryapi.dev/media/pronunciations/en/outstrip-uk.mp3,verb,"To outrun or leave behind.;;;To exceed, excel or surpass.;;;","overstep,transcend,transgress,overgo,overhaul,overtake,","overstep,transcend,transgress,overgo,overhaul,overtake,",,,,,,,,,https://en.wiktionary.org/wiki/outstrip,,,,,,,,
repudiate,,https://api.dictionaryapi.dev/media/pronunciations/en/repudiate-au.mp3,verb,To reject the truth or validity of; to deny.;;;To refuse to have anything to do with; to disown.;;;To refuse to pay or honor (a debt).;;;To be repudiated.;;;,"contradict,deny,gainsay,disavow,forswear,welsh,","contradict,deny,gainsay,disavow,forswear,welsh,",,,,,,,,,https://en.wiktionary.org/wiki/repudiate,,,,,,,,
tact,/tækt/,https://api.dictionaryapi.dev/media/pronunciations/en/tact-au.mp3,noun,"The sense of touch; feeling.;;;The stroke in beating time.;;;Sensitive mental touch; special skill or faculty; keen perception or discernment; ready power of appreciating and doing what is required by circumstances; the ability to say the right thing.;;;A verbal operant which is controlled by a nonverbal stimulus (such as an object, event, or property of an object) and is maintained by nonspecific social reinforcement (praise).;;;","consideration,diplomacy,sensitivity,tactfulness,","consideration,diplomacy,sensitivity,tactfulness,",verb,To use a tact (a kind of verbal operant; see noun sense).;;;,,,noun,"A maneuver, or action calculated to achieve some end.;;;A maneuver used against an enemy.;;;A sequence of moves that limits the opponent's options and results in an immediate and tangible advantage, typically in the form of material.;;;","course of action,maneuver,plan,scheme,stratagem,","course of action,maneuver,plan,scheme,stratagem,",https://en.wiktionary.org/wiki/tact,,,,,,,,
acolyte,/ˈæ.kə.laɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/acolyte-us.mp3,noun,"One who has received the highest of the four minor orders in the Catholic Church, being ordained to carry the wine, water and lights at Mass.;;;An altar server.;;;An attendant, assistant or follower.;;;","sidekick,","sidekick,",,,,,,,,,https://en.wiktionary.org/wiki/acolyte,,,,,,,,
anoint,/əˈnɔɪnt/,https://api.dictionaryapi.dev/media/pronunciations/en/anoint-uk.mp3,verb,"To smear or rub over with oil or an unctuous substance; also, to spread over, as oil.;;;To apply oil to or to pour oil upon, etc., as a sacred rite, especially for consecration.;;;To choose or nominate somebody for a leading or otherwise important position, especially formally or officially, or as an intended successor.;;;To mark somebody as an official ruler, especially a king or queen, as a part of a religious ceremony.;;;","salve,","salve,",,,,,,,,,https://en.wiktionary.org/wiki/anoint,,,,,,,,
coercion,/koʊˈɝʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/coercion-us.mp3,noun,"(not countable) Actual or threatened force for the purpose of compelling action by another person; the act of coercing.;;;(not countable) Use of physical or moral force to compel a person to do something, or to abstain from doing something, thereby depriving that person of the exercise of free will.;;;A specific instance of coercing.;;;Conversion of a value of one data type to a value of another data type.;;;The process by which the meaning of a word or other linguistic element is reinterpreted to match the grammatical context.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/coercion,,,,,,,,
ebullient,/ɪˈbʊljənt/,,adjective,Enthusiastic; high-spirited.;;;(of a liquid) Boiling or agitated as if boiling.;;;,"abubble,bubbly,zestful,","abubble,bubbly,zestful,",,,,,,,,,https://en.wiktionary.org/wiki/ebullient,,,,,,,,
facetious,/fəˈsiːʃəs/,https://api.dictionaryapi.dev/media/pronunciations/en/facetious-au.mp3,adjective,Treating serious issues with (often deliberately) inappropriate humour; flippant.;;;Pleasantly humorous; jocular.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/facetious,,,,,,,,
fallible,,,adjective,Capable of making mistakes or being wrong.;;;,"defective,faultful,faulty,imperfect,","defective,faultful,faulty,imperfect,",,,,,,,,,https://en.wiktionary.org/wiki/fallible,,,,,,,,
florid,/ˈflɒɹɪd/,,adjective,"Having a rosy or pale red colour; ruddy.;;;Elaborately ornate; flowery.;;;(of a disorder, especially mental) In a blatant, vivid, or highly disorganized state.;;;Flourishing; in the bloom of health.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/florid,,,,,,,,
gawky,/ˈɡɔːki/,,noun,"An awkward, ungainly person.;;;",,,adjective,"Awkward, ungainly; lacking grace or dexterity in movement;;;","gauche,ungraceful,","gauche,ungraceful,",,,,,https://en.wiktionary.org/wiki/gawky,,,,,,,,
inveigle,/ɪnˈveɪ.ɡəl/,https://api.dictionaryapi.dev/media/pronunciations/en/inveigle-uk-us.mp3,verb,"To convert, convince, or win over with flattery or wiles.;;;To obtain through guile or cunning.;;;","entice,induce,put someone up to something,","entice,induce,put someone up to something,",,,,,,,,,https://en.wiktionary.org/wiki/inveigle,,,,,,,,
mendacity,/mɛnˈdæsəti/,https://api.dictionaryapi.dev/media/pronunciations/en/mendacity-uk.mp3,noun,"The fact or condition of being untruthful; dishonesty.;;;A deceit, falsehood, or lie.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/mendacity,,,,,,,,
munificent,/mjuˈnɪfɨsn̩t/,https://api.dictionaryapi.dev/media/pronunciations/en/munificent-uk.mp3,adjective,"(of a person or group) Very liberal in giving or bestowing.;;;(of a gift, donation, etc.) Very generous; lavish.;;;","bounteous,generous,liberal,","bounteous,generous,liberal,",,,,,,,,,https://en.wiktionary.org/wiki/munificent,,,,,,,,
parochial,/pəˈɹəʊkɪəl/,,adjective,Pertaining to a parish.;;;Characterized by an unsophisticated focus on local concerns to the exclusion of wider contexts; elementary in scope or outlook.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/parochial,,,,,,,,
prevaricate,/pɹɪˈvaɹɪkeɪt/,,verb,"To deviate, transgress; to go astray (from).;;;To shift or turn from direct speech or behaviour; to evade the truth; to waffle or be (intentionally) ambiguous.;;;To collude, as where an informer colludes with the defendant, and makes a sham prosecution.;;;To undertake something falsely and deceitfully, with the purpose of defeating or destroying it.;;;","beat around the bush,tergiversate,","beat around the bush,tergiversate,",,,,,,,,,https://en.wiktionary.org/wiki/prevaricate,,,,,,,,
recrudescent,,,,,,,,,,,,,,,,,,,,,,,
apogee,/ˈæ.pə.dʒi/,https://api.dictionaryapi.dev/media/pronunciations/en/apogee-us.mp3,noun,"The point, in an orbit about the Earth, that is furthest from the Earth: the apoapsis of an Earth orbiter.;;;(more generally) The point, in an orbit about any planet, that is farthest from the planet: the apoapsis of any satellite.;;;(possibly obsolete outside astrology) The point, in any trajectory of an object in space, where it is furthest from the Earth.;;;The highest point.;;;","acme,climax,culmination,pinnacle,zenith,apoapsis,apocenter,apsis,","acme,climax,culmination,pinnacle,zenith,apoapsis,apocenter,apsis,",,,,,,,,,https://en.wiktionary.org/wiki/apogee,,,,,,,,
aspersion,,,noun,"An attack on somebody's reputation or good name, often in the phrase to cast aspersions upon….;;;A sprinkling, especially of holy water.;;;(in plural) slander, calumny;;;","calumny,slander,","calumny,slander,",,,,,,,,,https://en.wiktionary.org/wiki/aspersion,,,,,,,,
bawdy,/ˈbɔːdi/,,adjective,"Soiled, dirty.;;;Obscene; filthy; unchaste.;;;(of language) Sexual in nature and usually meant to be humorous but considered rude.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/bawdy,,,,,,,,
chagrin,,https://api.dictionaryapi.dev/media/pronunciations/en/chagrin-au.mp3,noun,"Distress of mind caused by a failure of aims or plans, want of appreciation, mistakes etc; vexation or mortification.;;;A type of leather or skin with a rough surface.;;;","disquiet,fretfulness,mortification,peevishness,vexation,shagreen,","disquiet,fretfulness,mortification,peevishness,vexation,shagreen,",verb,To bother or vex; to mortify.;;;To be vexed or annoyed.;;;,,,adjective,"Feeling chagrin; annoyed; vexed, fretful.;;;","chagrined,","chagrined,",https://en.wiktionary.org/wiki/chagrin,,,,,,,,
collude,,,verb,To act in concert with; to conspire;;;,"cahoots,conspire,plot,scheme,","cahoots,conspire,plot,scheme,",,,,,,,,,https://en.wiktionary.org/wiki/collude,,,,,,,,
commiserate,,https://api.dictionaryapi.dev/media/pronunciations/en/commiserate-1-au.mp3,adjective,"Commiserating, pitying, lamentful;;;",,,verb,To feel or express compassion or sympathy for (someone or something).;;;(as the phrasal verb commiserate with) To sympathize; condole.;;;To offer condolences jointly with; express sympathy with.;;;,,,,,,,https://en.wiktionary.org/wiki/commiserate,,,,,,,,
conflagration,/ˌkɒnfləˈɡɹeɪʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/conflagration-us.mp3,noun,"A large fire extending to many objects, or over a large space; a general burning.;;;A large-scale conflict.;;;","firestorm,inferno,","firestorm,inferno,",,,,,,,,,https://en.wiktionary.org/wiki/conflagration,,,,,,,,
contretemps,/ˈkɒn.tɹə.tɑ̃ŋ/,,noun,"An unforeseen, inopportune, or embarrassing event; a hitch;;;An ill-timed pass.;;;","hitch,mishap,","hitch,mishap,",,,,,,,,,https://en.wiktionary.org/wiki/contretemps,,,,,,,,
croon,/ˈkɹuːn/,,noun,A soft or sentimental hum or song.;;;,,,verb,"To hum or sing softly or in a sentimental manner.;;;To say softly or gently;;;To soothe by singing softly.;;;To make a continuous hollow moan, as cattle do when in pain.;;;",,,,,,,https://en.wiktionary.org/wiki/croon,,,,,,,,
depose,/dɪˈpəʊz/,,verb,"To put down; to lay down; to deposit; to lay aside; to put away.;;;To remove (a leader) from (high) office, without killing the incumbent.;;;To give evidence or testimony, especially in response to interrogation during a deposition;;;To interrogate and elicit testimony from during a deposition; typically done by a lawyer.;;;To take or swear an oath.;;;To testify; to bear witness; to claim; to assert; to affirm.;;;","declare,","declare,",,,,,,,,,https://en.wiktionary.org/wiki/depose,,,,,,,,
detente,,,noun,"A relaxing of tension, especially between countries.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/d%C3%A9tente,,,,,,,,
dowdy,/ˈdaʊdi/,,noun,A plain or shabby person;;;,,,adjective,Plain and unfashionable in style or dress.;;;Lacking stylishness or neatness; shabby.;;;,,,,,,,https://en.wiktionary.org/wiki/dowdy,,,,,,,,
echelon,,https://api.dictionaryapi.dev/media/pronunciations/en/echelon-au.mp3,noun,"A level or rank in an organization, profession, or society.;;;A line of riders seeking maximum drafting in a crosswind, resulting in a diagonal line across the road.;;;A formation of troops, ships, etc., in diagonal parallel rows.;;;",,,verb,To form troops into an echelon.;;;,,,adjective,"Of a matrix: having undergone Gaussian elimination with the result that the leading coefficient or pivot (that is, the first nonzero number from the left) of a nonzero row is to the right of the pivot of the row above it, giving rise to a stepped appearance in the matrix.;;;",,,https://en.wiktionary.org/wiki/echelon,,,,,,,,
ennui,/ɒnˈwiː/,,noun,A gripping listlessness or melancholia caused by boredom; depression.;;;,"acedia,boredom,weltschmerz,","acedia,boredom,weltschmerz,",verb,To make bored or listless; to weary.;;;,,,,,,,https://en.wiktionary.org/wiki/ennui,,,,,,,,
expatiate,/ɛkˈspeɪʃɪeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/expatiate-uk.mp3,verb,"To range at large, or without restraint.;;;To write or speak at length; to be copious in argument or discussion.;;;To expand; to spread; to extend; to diffuse; to broaden.;;;","descant,dilate,enlarge,expound,","descant,dilate,enlarge,expound,",,,,,,,,,https://en.wiktionary.org/wiki/expatiate,,,,,,,,
fraught,/fɹɔːt/,https://api.dictionaryapi.dev/media/pronunciations/en/fraught-uk.mp3,noun,"The hire of a ship or boat to transport cargo.;;;Money paid to hire a ship or boat to transport cargo; freight;;;The transportation of goods, especially in a ship or boat.;;;A ship's cargo, lading or freight.;;;A load; a burden.;;;Two bucketfuls (of water).;;;",,,verb,"To load (a ship, cargo etc.).;;;To form the cargo of a vessel.;;;",,,adjective,"(of a cargo-carrier) Laden.;;;(with with) Loaded up or charged with; accompanied by; entailing.;;;(with with) Furnished, equipped.;;;Distressed or causing distress, for example through complexity.;;;",,,https://en.wiktionary.org/wiki/fraught,,,,,,,,
fulcrum,/ˈfʌlk.ɹəm/,https://api.dictionaryapi.dev/media/pronunciations/en/fulcrum-au.mp3,noun,The support about which a lever pivots.;;;A crux or pivot; a central point.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/fulcrum,,,,,,,,
imbroglio,/ɪmˈbɹəʊljəʊ/,,noun,A complicated situation; an entanglement.;;;,"snarl,","snarl,",,,,,,,,,https://en.wiktionary.org/wiki/imbroglio,,,,,,,,
jocund,/ˈdʒɒkənd/,https://api.dictionaryapi.dev/media/pronunciations/en/jocund-uk.mp3,adjective,Jovial; exuberant; lighthearted; merry and in high spirits; exhibiting happiness.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/jocund,,,,,,,,
nadir,/neɪˈdɪə(ɹ)/,,noun,"The point of the celestial sphere, directly opposite the zenith; inferior pole of the horizon; point of the celestial sphere directly under the place of observation.;;;The lowest point; time of greatest depression.;;;The axis of a projected conical shadow; the direction of the force of gravity at a location; down.;;;An empty box added beneath a full one in a beehive to give the colony more room to expand or store honey.;;;","bathos,lowest ebb,slough of despond,trough,down,","bathos,lowest ebb,slough of despond,trough,down,",verb,To extend (a beehive) by adding an empty box at the base.;;;,,,,,,,https://en.wiktionary.org/wiki/nadir,,,,,,,,
propitious,/pɹoʊˈpɪʃəs/,https://api.dictionaryapi.dev/media/pronunciations/en/propitious-us.mp3,adjective,Favorable; benevolent.;;;Advantageous.;;;Characteristic of a good omen.;;;Favorably disposed towards someone.;;;,"advantageous,auspicious,fortunate,promising,favorable,","advantageous,auspicious,fortunate,promising,favorable,",,,,,,,,,https://en.wiktionary.org/wiki/propitious,,,,,,,,
prurient,/ˈpɹʊəɹ.i.ənt/,,adjective,"Uneasy with desire; itching; especially, having a lascivious anxiety or propensity; lustful.;;;Arousing or appealing to sexual desire.;;;Curious, especially inappropriately so.;;;","titillating,lustful,","titillating,lustful,",,,,,,,,,https://en.wiktionary.org/wiki/prurient,,,,,,,,
